file_path,label
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0005_0019_add.wav,0005
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0005_0039.wav,0005
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0005_0043.wav,0005
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0005_0049.wav,0005
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0002_add.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0004_add.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0005_add.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0015_add.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0020_add.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0030.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0040.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0044.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0046.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0006_0051.wav,0006
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0006_add.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0012_add.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0016_add.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0018_add.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0020.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0020_add.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0025.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0031.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0042.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0007_0054.wav,0007
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0006_add.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0008_add.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0013_add.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0015_add.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0017_add.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0034.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0038.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0039.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0042.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0008_0053.wav,0008
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0001_add.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0003_add.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0004_add.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0006.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0008_add.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0017_add.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0019.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0021.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0027.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0009_0050.wav,0009
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0001_add.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0002.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0011_add.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0012_add.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0018_add.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0019_add.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0030.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0033.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0035.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\0010_0039.wav,0010
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0002_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0004_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0007_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0008_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0009.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0010_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0011.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0018.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0022.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0001_0044.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0002_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0004.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0005_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0006_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0008_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0020_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0025.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0039.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0047.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0002_0052.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0004.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0004_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0006_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0010_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0011_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0012.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0017_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0021.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0045.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0003_0046.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0001.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0002.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0009_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0014_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0015_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0016_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0020_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0022.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0037.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0004_0051.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0001_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0005_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0007_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0014.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0016_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0019.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0019_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0039.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0043.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0005_0049.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0002_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0004_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0005_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0015_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0020_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0030.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0040.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0044.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0046.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0006_0051.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0006_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0012_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0016_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0018_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0020.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0020_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0025.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0031.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0042.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0007_0054.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0006_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0008_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0013_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0015_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0017_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0034.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0038.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0039.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0042.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0008_0053.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0001_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0003_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0004_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0006.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0008_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0017_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0019.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0021.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0027.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0009_0050.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0001_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0002.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0011_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0012_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0018_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0019_add.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0030.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0033.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0035.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Follow-up Questions\clean_0010_0039.wav,clean
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0002.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0004.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0005_add.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0011_add.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0014_add.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0015_add.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0017_add.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0019.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0030.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0001_0046.wav,0001
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0001.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0002.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0003_add.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0004.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0007_add.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0008_add.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0010_add.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0016.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0017.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0002_0020_add.wav,0002
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0003_0005_add.wav,0003
D:\HD-Track2\HD-Track2\HD-Track2-dev\HD-Track2-dev-en\Negation or Dissatisfaction\0003_0007.wav,0003
