scenario,filename,duration_sec
Negation or Dissatisfaction,0001_0014_add.wav,23.059375
Negation or Dissatisfaction,0001_0015_add.wav,22.44675
Negation or Dissatisfaction,0001_0017_add.wav,24.499
Negation or Dissatisfaction,0001_0019.wav,22.59
Negation or Dissatisfaction,0001_0030.wav,25.730125
Negation or Dissatisfaction,0001_0046.wav,22.8200625
Negation or Dissatisfaction,0002_0001.wav,26.46
Negation or Dissatisfaction,0002_0002.wav,28.240125
Negation or Dissatisfaction,0002_0003_add.wav,24.1535
Negation or Dissatisfaction,0002_0004.wav,21.4499375
Negation or Dissatisfaction,0002_0007_add.wav,24.5445
Negation or Dissatisfaction,0002_0008_add.wav,24.40125
Negation or Dissatisfaction,0002_0010_add.wav,24.7035
Negation or Dissatisfaction,0002_0016.wav,23.3499375
Negation or Dissatisfaction,0002_0017.wav,23.77
Negation or Dissatisfaction,0002_0020_add.wav,23.031875
Negation or Dissatisfaction,0003_0005_add.wav,22.818375
Negation or Dissatisfaction,0003_0007.wav,21.86
Negation or Dissatisfaction,0003_0010_add.wav,22.427375
Negation or Dissatisfaction,0003_0012_add.wav,23.1026875
Negation or Dissatisfaction,0003_0013_add.wav,23.500625
Negation or Dissatisfaction,0003_0014_add.wav,23.359375
Negation or Dissatisfaction,0003_0032.wav,22.62
Negation or Dissatisfaction,0003_0044.wav,21.4500625
Negation or Dissatisfaction,0003_0045.wav,23.46
Negation or Dissatisfaction,0003_0049.wav,22.12
Negation or Dissatisfaction,0004_0001_add.wav,24.381
Negation or Dissatisfaction,0004_0008_add.wav,27.9475625
Negation or Dissatisfaction,0004_0010_add.wav,24.052875
Negation or Dissatisfaction,0004_0012_add.wav,24.09225
Negation or Dissatisfaction,0004_0014_add.wav,25.7991875
Negation or Dissatisfaction,0004_0015.wav,22.54
Negation or Dissatisfaction,0004_0032.wav,24.85
Negation or Dissatisfaction,0004_0033.wav,22.41
Negation or Dissatisfaction,0004_0045.wav,21.0499375
Negation or Dissatisfaction,0004_0050.wav,20.96
Negation or Dissatisfaction,0005_0003_add.wav,23.281875
Negation or Dissatisfaction,0005_0007_add.wav,24.4155
Negation or Dissatisfaction,0005_0008.wav,21.48
Negation or Dissatisfaction,0005_0016_add.wav,24.0504375
Negation or Dissatisfaction,0005_0017.wav,23.71
Negation or Dissatisfaction,0005_0018_add.wav,21.4743125
Negation or Dissatisfaction,0005_0019_add.wav,26.537125
Negation or Dissatisfaction,0005_0025.wav,22.9900625
Negation or Dissatisfaction,0005_0027.wav,22.5599375
Negation or Dissatisfaction,0005_0041.wav,22.8000625
Negation or Dissatisfaction,0006_0001_add.wav,21.1063125
Negation or Dissatisfaction,0006_0002.wav,22.6400625
Negation or Dissatisfaction,0006_0004.wav,22.4900625
Negation or Dissatisfaction,0006_0005_add.wav,23.987125
Negation or Dissatisfaction,0006_0006.wav,22.0200625
Negation or Dissatisfaction,0006_0013_add.wav,22.1735
Negation or Dissatisfaction,0006_0016_add.wav,23.18325
Negation or Dissatisfaction,0006_0019_add.wav,24.0645
Negation or Dissatisfaction,0006_0032.wav,21.8
Negation or Dissatisfaction,0006_0040.wav,21.2500625
Negation or Dissatisfaction,0007_0001_add.wav,23.3145
Negation or Dissatisfaction,0007_0003_add.wav,24.758
Negation or Dissatisfaction,0007_0004_add.wav,22.9675625
Negation or Dissatisfaction,0007_0006.wav,37.4400625
Negation or Dissatisfaction,0007_0016_add.wav,24.0646875
Negation or Dissatisfaction,0007_0017.wav,20.57
Negation or Dissatisfaction,0007_0017_add.wav,26.34225
Negation or Dissatisfaction,0007_0029.wav,21.28
Negation or Dissatisfaction,0007_0034.wav,24.04
Negation or Dissatisfaction,0007_0035.wav,29.0
Negation or Dissatisfaction,0008_0001.wav,22.9300625
Negation or Dissatisfaction,0008_0002.wav,21.7200625
Negation or Dissatisfaction,0008_0002_add.wav,24.05125
Negation or Dissatisfaction,0008_0007_add.wav,24.136125
Negation or Dissatisfaction,0008_0013_add.wav,22.749625
Negation or Dissatisfaction,0008_0014_add.wav,21.051
Negation or Dissatisfaction,0008_0020_add.wav,27.523875
Negation or Dissatisfaction,0008_0026.wav,22.6100625
Negation or Dissatisfaction,0008_0028.wav,21.17
Negation or Dissatisfaction,0008_0031.wav,21.16
Negation or Dissatisfaction,0009_0001_add.wav,23.2436875
Negation or Dissatisfaction,0009_0004_add.wav,23.128
Negation or Dissatisfaction,0009_0011_add.wav,23.236125
Negation or Dissatisfaction,0009_0013_add.wav,22.2788125
Negation or Dissatisfaction,0009_0015.wav,21.3200625
Negation or Dissatisfaction,0009_0019_add.wav,22.842875
Negation or Dissatisfaction,0009_0024.wav,19.729875
Negation or Dissatisfaction,0009_0035.wav,22.28
Negation or Dissatisfaction,0009_0036.wav,21.28
Negation or Dissatisfaction,0009_0050.wav,20.0899375
Negation or Dissatisfaction,0010_0003.wav,24.8700625
Negation or Dissatisfaction,0010_0008.wav,21.7500625
Negation or Dissatisfaction,0010_0010_add.wav,25.1535
Negation or Dissatisfaction,0010_0014.wav,24.7900625
Negation or Dissatisfaction,0010_0015_add.wav,25.4759375
Negation or Dissatisfaction,0010_0018_add.wav,24.79225
Negation or Dissatisfaction,0010_0019_add.wav,22.24225
Negation or Dissatisfaction,0010_0020_add.wav,21.4869375
Negation or Dissatisfaction,0010_0040.wav,24.2800625
Negation or Dissatisfaction,0010_0049.wav,23.09
Negation or Dissatisfaction,clean_0001_0002.wav,25.83
Negation or Dissatisfaction,clean_0001_0004.wav,23.74
Negation or Dissatisfaction,clean_0001_0005_add.wav,23.208
Negation or Dissatisfaction,clean_0001_0011_add.wav,21.9198125
Negation or Dissatisfaction,clean_0001_0014_add.wav,23.059375
Negation or Dissatisfaction,clean_0001_0015_add.wav,22.44675
Negation or Dissatisfaction,clean_0001_0017_add.wav,24.499
Negation or Dissatisfaction,clean_0001_0019.wav,22.6
Negation or Dissatisfaction,clean_0001_0030.wav,25.74
Negation or Dissatisfaction,clean_0001_0046.wav,22.83
Negation or Dissatisfaction,clean_0002_0001.wav,26.47
Negation or Dissatisfaction,clean_0002_0002.wav,28.25
Negation or Dissatisfaction,clean_0002_0003_add.wav,24.1535
Negation or Dissatisfaction,clean_0002_0004.wav,21.46
Negation or Dissatisfaction,clean_0002_0007_add.wav,24.5445
Negation or Dissatisfaction,clean_0002_0008_add.wav,24.40125
Negation or Dissatisfaction,clean_0002_0010_add.wav,24.7035
Negation or Dissatisfaction,clean_0002_0016.wav,23.36
Negation or Dissatisfaction,clean_0002_0017.wav,23.78
Negation or Dissatisfaction,clean_0002_0020_add.wav,23.031875
Negation or Dissatisfaction,clean_0003_0005_add.wav,22.818375
Negation or Dissatisfaction,clean_0003_0007.wav,21.87
Negation or Dissatisfaction,clean_0003_0010_add.wav,22.427375
Negation or Dissatisfaction,clean_0003_0012_add.wav,23.1026875
Negation or Dissatisfaction,clean_0003_0013_add.wav,23.500625
Negation or Dissatisfaction,clean_0003_0014_add.wav,23.359375
Negation or Dissatisfaction,clean_0003_0032.wav,22.63
Negation or Dissatisfaction,clean_0003_0044.wav,21.46
Negation or Dissatisfaction,clean_0003_0045.wav,23.47
Negation or Dissatisfaction,clean_0003_0049.wav,22.13
Negation or Dissatisfaction,clean_0004_0001_add.wav,24.381
Negation or Dissatisfaction,clean_0004_0008_add.wav,27.9475625
Negation or Dissatisfaction,clean_0004_0010_add.wav,24.052875
Negation or Dissatisfaction,clean_0004_0012_add.wav,24.09225
Negation or Dissatisfaction,clean_0004_0014_add.wav,25.7991875
Negation or Dissatisfaction,clean_0004_0015.wav,22.55
Negation or Dissatisfaction,clean_0004_0032.wav,24.86
Negation or Dissatisfaction,clean_0004_0033.wav,22.42
Negation or Dissatisfaction,clean_0004_0045.wav,21.06
Negation or Dissatisfaction,clean_0004_0050.wav,20.97
Negation or Dissatisfaction,clean_0005_0003_add.wav,23.281875
Negation or Dissatisfaction,clean_0005_0007_add.wav,24.4155
Negation or Dissatisfaction,clean_0005_0008.wav,21.49
Negation or Dissatisfaction,clean_0005_0016_add.wav,24.0504375
Negation or Dissatisfaction,clean_0005_0017.wav,23.72
Negation or Dissatisfaction,clean_0005_0018_add.wav,21.4743125
Negation or Dissatisfaction,clean_0005_0019_add.wav,26.537125
Negation or Dissatisfaction,clean_0005_0025.wav,23.0
Negation or Dissatisfaction,clean_0005_0027.wav,22.57
Negation or Dissatisfaction,clean_0005_0041.wav,22.81
Negation or Dissatisfaction,clean_0006_0001_add.wav,21.1063125
Negation or Dissatisfaction,clean_0006_0002.wav,22.65
Negation or Dissatisfaction,clean_0006_0004.wav,22.5
Negation or Dissatisfaction,clean_0006_0005_add.wav,23.987125
Negation or Dissatisfaction,clean_0006_0006.wav,22.03
Negation or Dissatisfaction,clean_0006_0013_add.wav,22.1735
Negation or Dissatisfaction,clean_0006_0016_add.wav,23.18325
Negation or Dissatisfaction,clean_0006_0019_add.wav,24.0645
Negation or Dissatisfaction,clean_0006_0032.wav,21.81
Negation or Dissatisfaction,clean_0006_0040.wav,21.26
Negation or Dissatisfaction,clean_0007_0001_add.wav,23.3145
Negation or Dissatisfaction,clean_0007_0003_add.wav,24.758
Negation or Dissatisfaction,clean_0007_0004_add.wav,22.9675625
Negation or Dissatisfaction,clean_0007_0006.wav,37.3101875
Negation or Dissatisfaction,clean_0007_0016_add.wav,24.0646875
Negation or Dissatisfaction,clean_0007_0017.wav,20.58
Negation or Dissatisfaction,clean_0007_0017_add.wav,26.34225
Negation or Dissatisfaction,clean_0007_0029.wav,21.29
Negation or Dissatisfaction,clean_0007_0034.wav,24.05
Negation or Dissatisfaction,clean_0007_0035.wav,27.88
Negation or Dissatisfaction,clean_0008_0001.wav,22.94
Negation or Dissatisfaction,clean_0008_0002.wav,21.73
Negation or Dissatisfaction,clean_0008_0002_add.wav,24.05125
Negation or Dissatisfaction,clean_0008_0007_add.wav,24.136125
Negation or Dissatisfaction,clean_0008_0013_add.wav,22.749625
Negation or Dissatisfaction,clean_0008_0014_add.wav,21.051
Negation or Dissatisfaction,clean_0008_0020_add.wav,27.523875
Negation or Dissatisfaction,clean_0008_0026.wav,22.62
Negation or Dissatisfaction,clean_0008_0028.wav,21.18
Negation or Dissatisfaction,clean_0008_0031.wav,21.17
Negation or Dissatisfaction,clean_0009_0001_add.wav,23.2436875
Negation or Dissatisfaction,clean_0009_0004_add.wav,23.128
Negation or Dissatisfaction,clean_0009_0011_add.wav,23.236125
Negation or Dissatisfaction,clean_0009_0013_add.wav,22.2788125
Negation or Dissatisfaction,clean_0009_0015.wav,21.33
Negation or Dissatisfaction,clean_0009_0019_add.wav,22.842875
Negation or Dissatisfaction,clean_0009_0024.wav,19.74
Negation or Dissatisfaction,clean_0009_0035.wav,22.29
Negation or Dissatisfaction,clean_0009_0036.wav,21.29
Negation or Dissatisfaction,clean_0009_0050.wav,20.1
Negation or Dissatisfaction,clean_0010_0003.wav,24.88
Negation or Dissatisfaction,clean_0010_0008.wav,21.76
Negation or Dissatisfaction,clean_0010_0010_add.wav,25.1535
Negation or Dissatisfaction,clean_0010_0014.wav,24.8
Negation or Dissatisfaction,clean_0010_0015_add.wav,25.4759375
Negation or Dissatisfaction,clean_0010_0018_add.wav,24.79225
Negation or Dissatisfaction,clean_0010_0019_add.wav,22.24225
Negation or Dissatisfaction,clean_0010_0020_add.wav,21.4869375
Negation or Dissatisfaction,clean_0010_0040.wav,24.29
Negation or Dissatisfaction,clean_0010_0049.wav,23.1
Pause Handling,0001_0003.wav,18.11
Pause Handling,0001_0016.wav,19.0
Pause Handling,0001_0027.wav,16.98
Pause Handling,0001_0028.wav,16.48
Pause Handling,0001_0036.wav,16.87
Pause Handling,0001_0038.wav,18.61
Pause Handling,0001_0039.wav,16.27
Pause Handling,0001_0049.wav,17.38
Pause Handling,0001_0058.wav,16.56
Pause Handling,0001_0059.wav,15.85
Pause Handling,0001_0060.wav,20.52
Pause Handling,0002_0001.wav,16.97
Pause Handling,0002_0009.wav,15.0
Pause Handling,0002_0020.wav,16.11
Pause Handling,0002_0021.wav,17.81
Pause Handling,0002_0023.wav,14.86
Pause Handling,0002_0026.wav,15.79
Pause Handling,0002_0035.wav,17.13
Pause Handling,0002_0036.wav,19.91
Pause Handling,0002_0041.wav,16.09
Pause Handling,0002_0049.wav,16.12
Pause Handling,0002_0057.wav,16.74
Pause Handling,0003_0003.wav,17.14
Pause Handling,0003_0004.wav,15.47
Pause Handling,0003_0007.wav,20.52
Pause Handling,0003_0017.wav,16.07
Pause Handling,0003_0021.wav,16.67
Pause Handling,0003_0036.wav,16.28
Pause Handling,0003_0043.wav,16.64
Pause Handling,0003_0046.wav,16.13
Pause Handling,0003_0052.wav,17.82
Pause Handling,0003_0055.wav,20.58
Pause Handling,0003_0059.wav,14.75
Pause Handling,0004_0001.wav,16.33
Pause Handling,0004_0003.wav,15.99
Pause Handling,0004_0008.wav,15.35
Pause Handling,0004_0017.wav,16.59
Pause Handling,0004_0018.wav,15.17
Pause Handling,0004_0021.wav,15.41
Pause Handling,0004_0035.wav,17.5
Pause Handling,0004_0037.wav,17.11
Pause Handling,0004_0043.wav,15.94
Pause Handling,0004_0045.wav,14.89
Pause Handling,0004_0048.wav,14.34
Pause Handling,0005_0014.wav,15.31
Pause Handling,0005_0017.wav,14.54
Pause Handling,0005_0020.wav,13.4
Pause Handling,0005_0022.wav,14.92
Pause Handling,0005_0026.wav,15.29
Pause Handling,0005_0031.wav,15.1
Pause Handling,0005_0035.wav,15.95
Pause Handling,0005_0036.wav,15.38
Pause Handling,0005_0047.wav,15.63
Pause Handling,0005_0048.wav,15.83
Pause Handling,0005_0050.wav,15.46
Pause Handling,0006_0005.wav,16.23
Pause Handling,0006_0009.wav,16.78
Pause Handling,0006_0020.wav,15.77
Pause Handling,0006_0026.wav,15.51
Pause Handling,0006_0027.wav,15.38
Pause Handling,0006_0028.wav,16.34
Pause Handling,0006_0035.wav,18.01
Pause Handling,0006_0037.wav,14.49
Pause Handling,0006_0040.wav,15.17
Pause Handling,0006_0047.wav,20.46
Pause Handling,0006_0054.wav,14.22
Pause Handling,0007_0001.wav,18.38
Pause Handling,0008_0005.wav,17.94
Pause Handling,0008_0013.wav,17.96
Pause Handling,0008_0015.wav,19.55
Pause Handling,0008_0019.wav,17.02
Pause Handling,0008_0028.wav,17.55
Pause Handling,0008_0036.wav,16.67
Pause Handling,0008_0041.wav,17.36
Pause Handling,0008_0042.wav,16.97
Pause Handling,0008_0051.wav,16.63
Pause Handling,0008_0053.wav,16.21
Pause Handling,0008_0059.wav,17.33
Pause Handling,0009_0003.wav,15.95
Pause Handling,0009_0005.wav,16.1
Pause Handling,0009_0006.wav,15.0
Pause Handling,0009_0009.wav,14.6
Pause Handling,0009_0012.wav,16.03
Pause Handling,0009_0018.wav,15.94
Pause Handling,0009_0019.wav,15.83
Pause Handling,0009_0027.wav,18.46
Pause Handling,0009_0048.wav,17.71
Pause Handling,0009_0050.wav,17.81
Pause Handling,0009_0058.wav,14.53
Pause Handling,0010_0003.wav,16.64
Pause Handling,0010_0004.wav,17.49
Pause Handling,0010_0006.wav,19.51
Pause Handling,0010_0011.wav,16.46
Pause Handling,0010_0013.wav,17.41
Pause Handling,0010_0019.wav,15.26
Pause Handling,0010_0021.wav,16.24
Pause Handling,0010_0023.wav,17.28
Pause Handling,0010_0024.wav,15.7
Pause Handling,0010_0027.wav,17.01
Pause Handling,0010_0029.wav,15.83
Repetition Requests,0001_0005_add.wav,27.1665625
Repetition Requests,0001_0007.wav,31.630125
Repetition Requests,0001_0009_add.wav,22.3630625
Repetition Requests,0001_0010.wav,34.0700625
Repetition Requests,0001_0017_add.wav,25.2208125
Repetition Requests,0001_0019_add.wav,23.2745
Repetition Requests,0001_0020_add.wav,21.6385625
Repetition Requests,0001_0021.wav,34.7300625
Repetition Requests,0001_0022.wav,29.54
Repetition Requests,0001_0039.wav,30.0800625
Repetition Requests,0002_0001_add.wav,20.7263125
Repetition Requests,0002_0003_add.wav,22.3535
Repetition Requests,0002_0004_add.wav,25.82225
Repetition Requests,0002_0006_add.wav,21.681
Repetition Requests,0002_0010_add.wav,24.72225
Repetition Requests,0002_0013.wav,27.99
Repetition Requests,0002_0021.wav,30.03
Repetition Requests,0002_0032.wav,27.41
Repetition Requests,0002_0037.wav,24.8500625
Repetition Requests,0002_0050.wav,29.9800625
Repetition Requests,0003_0001.wav,27.32
Repetition Requests,0003_0009_add.wav,21.331625
Repetition Requests,0003_0010_add.wav,20.6846875
Repetition Requests,0003_0014_add.wav,24.850625
Repetition Requests,0003_0015_add.wav,26.506125
Repetition Requests,0003_0020_add.wav,26.0185625
Repetition Requests,0003_0037.wav,28.01
Repetition Requests,0003_0038.wav,27.1699375
Repetition Requests,0003_0042.wav,26.8000625
Repetition Requests,0003_0046.wav,29.29
Repetition Requests,0004_0002.wav,27.0399375
Repetition Requests,0004_0003_add.wav,23.2175625
Repetition Requests,0004_0005.wav,30.05
Repetition Requests,0004_0009_add.wav,23.45575
Repetition Requests,0004_0010_add.wav,27.0575625
Repetition Requests,0004_0011.wav,28.190125
Repetition Requests,0004_0014_add.wav,22.46675
Repetition Requests,0004_0016_add.wav,28.4230625
Repetition Requests,0004_0050.wav,31.14
Repetition Requests,0004_0055.wav,32.1900625
Repetition Requests,0005_0003_add.wav,24.6369375
Repetition Requests,0005_0004_add.wav,23.689375
Repetition Requests,0005_0012_add.wav,26.8291875
